25000,92,2016-01-01 00:00:00,2016-01-01 01:50:00,1,2504087734,12
25001,109,2016-01-01 02:48:11.520000,2016-01-01 04:48:11.520000,2,2905124619,11
25002,93,2016-01-01 05:36:23.040000,2016-01-01 07:11:23.040000,3,5209131129,4
25003,104,2016-01-01 08:24:34.560000,2016-01-01 10:28:34.560000,4,1711205628,6
25004,102,2016-01-01 11:12:46.080000,2016-01-01 13:07:46.080000,5,0908246407,7
25005,110,2016-01-01 14:00:57.600000,2016-01-01 16:10:57.600000,6,9107159904,10
25006,89,2016-01-01 16:49:09.120000,2016-01-01 18:38:09.120000,7,8702161179,5
25007,93,2016-01-01 19:37:20.640000,2016-01-01 21:22:20.640000,8,8603143280,12
25008,104,2016-01-01 22:25:32.160000,2016-01-02 00:15:32.160000,9,1307178638,5
25009,107,2016-01-02 01:13:43.680000,2016-01-02 03:19:43.680000,10,2904132589,7
25010,105,2016-01-02 04:01:55.200000,2016-01-02 05:48:55.200000,1,0012278051,8
25011,100,2016-01-02 06:50:06.720000,2016-01-02 08:35:06.720000,2,9511119338,7
25012,102,2016-01-02 09:38:18.240000,2016-01-02 11:30:18.240000,3,6512177785,12
25013,101,2016-01-02 12:26:29.760000,2016-01-02 14:12:29.760000,4,1209028586,4
25014,86,2016-01-02 15:14:41.280000,2016-01-02 16:45:41.280000,5,5109122737,4
25015,100,2016-01-02 18:02:52.800000,2016-01-02 19:46:52.800000,6,7104175745,9
25016,101,2016-01-02 20:51:04.320000,2016-01-02 22:42:04.320000,7,2807116699,8
25017,92,2016-01-02 23:39:15.840000,2016-01-03 01:19:15.840000,8,9004092996,2
25018,86,2016-01-03 02:27:27.360000,2016-01-03 03:55:27.360000,9,8401272684,6
25019,91,2016-01-03 05:15:38.880000,2016-01-03 07:03:38.880000,10,8209214805,10
25020,99,2016-01-03 08:03:50.400000,2016-01-03 09:52:50.400000,1,8904163251,8
25021,85,2016-01-03 10:52:01.920000,2016-01-03 12:29:01.920000,2,4801234636,11
25022,101,2016-01-03 13:40:13.440000,2016-01-03 15:33:13.440000,3,9403031453,12
25023,99,2016-01-03 16:28:24.960000,2016-01-03 18:08:24.960000,4,4702097588,7
25024,105,2016-01-03 19:16:36.480000,2016-01-03 21:11:36.480000,5,0106119847,10
25025,106,2016-01-03 22:04:48,2016-01-03 23:53:48,6,3306104506,7
25026,82,2016-01-04 00:52:59.520000,2016-01-04 02:17:59.520000,7,8802127615,6
25027,87,2016-01-04 03:41:11.040000,2016-01-04 05:11:11.040000,8,4008182709,6
25028,94,2016-01-04 06:29:22.560000,2016-01-04 08:03:22.560000,9,8201197359,10
25029,102,2016-01-04 09:17:34.080000,2016-01-04 11:09:34.080000,10,2805135015,5
25030,96,2016-01-04 12:05:45.600000,2016-01-04 13:43:45.600000,1,7208088293,11
25031,108,2016-01-04 14:53:57.120000,2016-01-04 16:41:57.120000,2,1703082874,5
25032,107,2016-01-04 17:42:08.640000,2016-01-04 19:30:08.640000,3,4207076943,8
25033,105,2016-01-04 20:30:20.160000,2016-01-04 22:26:20.160000,4,8705145506,9
25034,83,2016-01-04 23:18:31.680000,2016-01-05 00:48:31.680000,5,9803273669,2
25035,92,2016-01-05 02:06:43.200000,2016-01-05 03:54:43.200000,6,0409212971,9
25036,93,2016-01-05 04:54:54.720000,2016-01-05 06:41:54.720000,7,9201204167,8
25037,92,2016-01-05 07:43:06.240000,2016-01-05 09:27:06.240000,8,6706289191,7
25038,102,2016-01-05 10:31:17.760000,2016-01-05 12:18:17.760000,9,7407159221,5
